f_name,molecule_name,test_type,test_text,comments,opsin_smiles,O_fname
Benchmark_data_07,"2,2,6,6-Tetramethylpiperidin-1-yl benzoate",1H NMR,"(400 MHz, CDCl3) δ 8.10 (d,
J = 7.1 Hz, 2H, H-3), 7.59 (t, J = 7.4 Hz, 1H, H-1), 7.48 (t, J = 7.6 Hz, 2H, H-2), 1.94 – 1.41 (m, 6H, H-9
and H-10), 1.30 (s, 6H, H-7 or H-8), 1.14 (s, 6H, H-7 or H-8)",,CC1(C)CCCC(C)(C)N1OC(=O)c1ccccc1,000021_Thesis_000039
Benchmark_data_07,"2,2,6,6-Tetramethylpiperidin-1-yl benzoate",13C NMR,"(101 MHz, CDCl3) δ 166.4,
132.8, 129.8, 129.6, 128.4, 60.4, 39.1, 32.0, 20.9, 17.0",,CC1(C)CCCC(C)(C)N1OC(=O)c1ccccc1,000021_Thesis_000039
Benchmark_data_07,"8-Ethyl-7,7,9,9-tetramethyl-1,4-dioxa-8-azaspiro[4.5]decane",Rf,"(ethyl acetate in
petroleum ether, 10% - on triethylamine-pretreated silica plate): 0.33",,CCN1C(C)(C)CC2(CC1(C)C)OCCO2,000021_Thesis_000039
Benchmark_data_07,"8-Ethyl-7,7,9,9-tetramethyl-1,4-dioxa-8-azaspiro[4.5]decane",IR,"(film): 2969, 2884,
1478, 1356, 1185, 1086, 947, 796, 726",,CCN1C(C)(C)CC2(CC1(C)C)OCCO2,000021_Thesis_000039
Benchmark_data_07,"8-Ethyl-7,7,9,9-tetramethyl-1,4-dioxa-8-azaspiro[4.5]decane",1H NMR,"(400 MHz, CDCl3) δ 3.94 (s, 4H, H-7), 2.56 (q, J = 7.1
Hz, 2H, H-2), 1.66 (s, 4H, H-5), 1.14 (s, 12H, H-4), 1.05 (t, J = 7.1 Hz, 3H, H-1)",,CCN1C(C)(C)CC2(CC1(C)C)OCCO2,000021_Thesis_000039
Benchmark_data_07,"8-Ethyl-7,7,9,9-tetramethyl-1,4-dioxa-8-azaspiro[4.5]decane",13C NMR,"(101 MHz, CDCl3) δ 107.8, 63.6, 55.8, 47.6, 37.3, 27.9, 20.9",,CCN1C(C)(C)CC2(CC1(C)C)OCCO2,000021_Thesis_000039
Benchmark_data_07,"8-Ethyl-7,7,9,9-tetramethyl-1,4-dioxa-8-azaspiro[4.5]decane",MS,"(ESI) found [M+H]+ 228.1956, C13H26NO2
requires 228.1958",,CCN1C(C)(C)CC2(CC1(C)C)OCCO2,000021_Thesis_000039
Benchmark_data_08,4-Vinylpyridin-2-amine,Rf,(SiO2; MeOH/CH2Cl2 1:10 with 1% Et3N) 0.60,,C=Cc1ccnc(N)c1,000024_Thesis_000032
Benchmark_data_08,4-Vinylpyridin-2-amine,IR,"(neat/cm-1) 3434, 3291, 3160, 1620,
1598, 1541",,C=Cc1ccnc(N)c1,000024_Thesis_000032
Benchmark_data_08,4-Vinylpyridin-2-amine,1H NMR,"(MeOD, 400 MHz) δ 7.82 (1H, d, J = 5.6 Hz, He), 6.70 (1H, dd, J = 5.6,
1.6 Hz, Hd), 6.65 – 6.54 (2H, m, Hb, Hg), 5.93 (1H, dd, J = 17.6, 0.8 Hz, Ha
trans), 5.42 (1H, d, J
= 10.8 Hz, Ha
cis)",,C=Cc1ccnc(N)c1,000024_Thesis_000032
Benchmark_data_08,4-Vinylpyridin-2-amine,13C NMR,"(MeOD, 101 MHz) δ 161.3 (Cf), 148.5 (Cc), 147.9 (Ce), 136.5 (Cb),
118.5 (Ca), 111.1 (Cd), 107.7 (Cg)",,C=Cc1ccnc(N)c1,000024_Thesis_000032
Benchmark_data_08,4-Vinylpyridin-2-amine,MS,"(ESI) [M+H]+ required for C7H9N2
+ 121.0760,
found 121.0763",,C=Cc1ccnc(N)c1,000024_Thesis_000032
Benchmark_data_08,4-Vinylpyrimidin-2-amine,Rf,"(SiO2; EtOAc/petroleum ether, 2:1) 0.28",,C=Cc1ccnc(N)n1,000024_Thesis_000032
Benchmark_data_08,4-Vinylpyrimidin-2-amine,IR,"(neat/cm-1) 3335, 3173, 1655, 1565",,C=Cc1ccnc(N)n1,000024_Thesis_000032
Benchmark_data_08,4-Vinylpyrimidin-2-amine,1H NMR,"(MeOD, 400 MHz) δ 8.20 (1H, d, J = 5.2 Hz, He), 6.72 (1H, d, J = 5.2 Hz, Hd), 6.60 (1H, dd,
J = 17.5, 10.7 Hz, Hb), 6.35 (1H, dd, J = 17.4, 1.3 Hz, Ha
trans), 5.62 (1H, dd, J = 10.7, 1.3 Hz,
Ha
cis)",,C=Cc1ccnc(N)n1,000024_Thesis_000032
Benchmark_data_08,4-Vinylpyrimidin-2-amine,13C NMR,"(MeOD, 101 MHz) δ 165.4 (Cc), 164.7 (Cf), 159.6 (Ce), 136.7 (Cb), 123.0
(Ca), 108.7 (Cd)",,C=Cc1ccnc(N)n1,000024_Thesis_000032
Benchmark_data_08,4-Vinylpyrimidin-2-amine,MS,"(ESI) [M+H]+ required for C6H8N3
+ 122.0713, found 122.0715",,C=Cc1ccnc(N)n1,000024_Thesis_000032
Benchmark_data_08,"4-Chloro-1,3,5-triazin-2-amine",Rf,"(SiO2; EtOAc/petroleum ether, 1:1) 0.46",,Nc1ncnc(Cl)n1,000024_Thesis_000032
Benchmark_data_08,"4-Chloro-1,3,5-triazin-2-amine",IR,"(neat/cm-1) 3239, 2480, 2396, 2322, 1632,
1500",,Nc1ncnc(Cl)n1,000024_Thesis_000032
Benchmark_data_08,"4-Chloro-1,3,5-triazin-2-amine",1H NMR,"(MeOD, 400 MHz) δ 8.31 (1H, s, Hb)",,Nc1ncnc(Cl)n1,000024_Thesis_000032
Benchmark_data_08,"4-Chloro-1,3,5-triazin-2-amine",13C NMR,"(MeOD, 101 MHz) δ 171.2
(Ca), 168.7 (Cc), 168.2 (Cb)",,Nc1ncnc(Cl)n1,000024_Thesis_000032
Benchmark_data_08,"4-Chloro-1,3,5-triazin-2-amine",MS,"(ESI) [M+H]+ required for C3H4
35ClN4
+ 131.0119, found
131.0121",,Nc1ncnc(Cl)n1,000024_Thesis_000032
Benchmark_data_08,"4-Vinyl-1,3,5-triazin-2-amine",Rf,"(SiO2; EtOAc/petroleum ether, 4:1) 0.47",,C=Cc1ncnc(N)n1,000024_Thesis_000032
Benchmark_data_08,"4-Vinyl-1,3,5-triazin-2-amine",IR,"(neat/cm-1) 3291, 3142, 1689, 1537, 1504,
1433",,C=Cc1ncnc(N)n1,000024_Thesis_000032
Benchmark_data_08,"4-Vinyl-1,3,5-triazin-2-amine",1H NMR,"(MeOD, 400 MHz) δ 8.43 (1H, s, Hd), 6.67 (1H, dd, J = 17.3, 1.9 Hz, Ha
trans),
6.53 (1H, dd, J = 17.3, 10.4 Hz, Hb), 5.81 (1H, dd, J = 10.4, 1.9 Hz, Ha
cis)",,C=Cc1ncnc(N)n1,000024_Thesis_000032
Benchmark_data_08,"4-Vinyl-1,3,5-triazin-2-amine",13C NMR,"(MeOD,
101 MHz) δ 171.8 (Cc), 168.1 (Ce), 167.2 (Cd), 136.3 (Cb), 127.6 (Ca)",,C=Cc1ncnc(N)n1,000024_Thesis_000032
Benchmark_data_08,"4-Vinyl-1,3,5-triazin-2-amine",MS,"(ESI) [M+H]+
required for C5H7N4
+ 123.0665, found 123.0668",,C=Cc1ncnc(N)n1,000024_Thesis_000032
Benchmark_data_08,"6-Vinyl-1,2,4,5-tetrazin-3-amine",Rf,"(SiO2; EtOAc/petroleum ether, 1:1) 0.52",,C=Cc1nnc(N)nn1,000024_Thesis_000032
Benchmark_data_08,"6-Vinyl-1,2,4,5-tetrazin-3-amine",IR,"(neat/cm-1) 3291, 3152, 1618, 1553, 1505",,C=Cc1nnc(N)nn1,000024_Thesis_000032
Benchmark_data_08,"6-Vinyl-1,2,4,5-tetrazin-3-amine",1H NMR,"(MeOD, 400 MHz) δ 6.94 (1H, dd, J = 17.6, 11.1 Hz, Hb), 6.51 (1H, dd, J = 17.6,
1.3 Hz, Ha
trans), 5.68 (1H, dd, J = 11.0, 1.3 Hz, Ha
cis)",,C=Cc1nnc(N)nn1,000024_Thesis_000032
Benchmark_data_08,"6-Vinyl-1,2,4,5-tetrazin-3-amine",13C NMR,"(MeOD, 101 MHz) δ 164.3
(Cd), 161.1 (Cc), 131.8 (Cb), 121.2 (Ca)",,C=Cc1nnc(N)nn1,000024_Thesis_000032
Benchmark_data_08,"6-Vinyl-1,2,4,5-tetrazin-3-amine",MS,"(ESI) [M+H]+ required for C4H6N5
+ 124, found
124",,C=Cc1nnc(N)nn1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)pyrimidin-2-amine",Rf,"(SiO2; EtOAc/petroleum ether, 2:1) 0.36",,Nc1nccc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)pyrimidin-2-amine",IR,"(neat/cm-1) 3333, 3158, 1662, 1646, 1563",,Nc1nccc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)pyrimidin-2-amine",1H NMR,"(CDCl3, 400 MHz) δ 8.18 (1H, d, J = 5.0 Hz, Hj), 7.21 (1H, tt, J = 8.4, 6.4 Hz, He),
6.95 – 6.83 (2H, m, Hd), 6.48 (1H, d, J = 5.1 Hz, Hi), 5.07 (2H, s, NH2), 3.79 (2H, t, J = 1.2
Hz, Ha), 2.92 – 2.80 (4H, m, Hf, Hg)",,Nc1nccc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)pyrimidin-2-amine",13C NMR,"(CDCl3, 101 MHz) δ 169.7 (Ch), 163.1 (Ck),
161.3 (dd, J = 248.6, 7.9 Hz, Cc), 158.3 (Cj), 128.8 (t, J = 10.3 Hz, Ce), 115.4 (t, J = 19.3 Hz,
Cb), 111.5 (dd, J = 19.0, 6.6 Hz, Cd), 111.0 (Ci), 37.6 (Cg), 30.5 (Cf), 22.9 (t, J = 2.9 Hz, Ca)",,Nc1nccc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)pyrimidin-2-amine",19F NMR,"(CDCl3, 376 MHz) δ -114.96 (t, J = 6.8 Hz, Fc)",,Nc1nccc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)pyrimidin-2-amine",MS,"(ESI) [M+H]+ required for
C13H14F2N3S+ 282.0876, found 282.0886",,Nc1nccc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)-1,3,5-triazin-2-amine",Rf,"(SiO2; EtOAc/petroleum ether, 2:1) 0.29",,Nc1ncnc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)-1,3,5-triazin-2-amine",IR,"(neat/cm-1) 3302, 3171, 3171, 1673, 1626,
1578",,Nc1ncnc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)-1,3,5-triazin-2-amine",1H NMR,"(CDCl3, 400 MHz) δ 8.52 (1H, s, Hi), 7.20 (1H, tt, J = 8.4, 6.5 Hz, He), 6.94 –
6.83 (2H, m, Hd), 5.42 (2H, s, NH2), 3.81 (2H, t, J = 1.2 Hz, Ha), 3.04 – 2.92 (4H, m, Hf, Hg)",,Nc1ncnc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)-1,3,5-triazin-2-amine",13C NMR,"(CDCl3, 101 MHz) δ 177.8 (Ch), 166.6 (Ci), 166.3 (Cj), 161.3 (dd, J = 248.7, 7.9 Hz,
Cc), 128.7 (t, J = 10.3 Hz, Ce), 115.4 (t, J = 19.3 Hz, Cb), 111.5 (dd, J = 19.0, 6.6 Hz, Cd), 38.4
(Cg), 29.0 (Cf), 22.8 (t, J = 2.9 Hz, Ca)",,Nc1ncnc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)-1,3,5-triazin-2-amine",19F NMR,"(CDCl3, 376 MHz) δ -114.93 (t, J = 6.7 Hz,
Fc)",,Nc1ncnc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"4-(2-((2,6-Difluorobenzyl)thio)ethyl)-1,3,5-triazin-2-amine",MS,"(ESI) [M+H]+ required for C12H13F2N4S+ 283.0829, found 283.0818",,Nc1ncnc(CCSCc2c(F)cccc2F)n1,000024_Thesis_000032
Benchmark_data_08,"3-((2,6-Difluorobenzyl)thio)-1-methylpyrrolidine-2,5-dione",Rf,"(SiO2; EtOAc/petroleum ether, 1:5) 0.14",,CN1C(=O)CC(SCc2c(F)cccc2F)C1=O,000024_Thesis_000032
Benchmark_data_08,"3-((2,6-Difluorobenzyl)thio)-1-methylpyrrolidine-2,5-dione",IR,(neat/cm-1) 1694,,CN1C(=O)CC(SCc2c(F)cccc2F)C1=O,000024_Thesis_000032
Benchmark_data_08,"3-((2,6-Difluorobenzyl)thio)-1-methylpyrrolidine-2,5-dione",1H NMR,"(CDCl3, 400
MHz) δ 7.31 – 7.19 (1H, m, He), 6.97 – 6.86 (2H, m, Hd), 4.25 (1H, dt, J = 13.6, 1.1 Hz, Ha
A),
3.99 (1H, dt, J = 13.6, 1.3 Hz, Ha
B), 3.80 (1H, dd, J = 9.1, 4.1 Hz, Hf), 3.11 (1H, dd, J = 18.7,
9.2 Hz, Hg
A), 3.02 (3H, s, Hi), 2.50 (1H, dd, J = 18.7, 4.1 Hz, Hg
B)",,CN1C(=O)CC(SCc2c(F)cccc2F)C1=O,000024_Thesis_000032
Benchmark_data_08,"3-((2,6-Difluorobenzyl)thio)-1-methylpyrrolidine-2,5-dione",13C NMR,"(CDCl3, 101
MHz) δ 176.5 (Ch/j), 174.7 (Ch/j), 161.3 (dd, J = 249.3, 7.7 Hz, Cc), 129.5 (t, J = 10.3 Hz, Ce),
114.2 (t, J = 19.3 Hz, Cb), 111.7 (dd, J = 19.0, 6.4 Hz, Cd), 39.7 (Cf), 36.2 (Cg), 25.3 (Ci), 23.1
(t, J = 3.1 Hz, Ca)",,CN1C(=O)CC(SCc2c(F)cccc2F)C1=O,000024_Thesis_000032
Benchmark_data_08,"3-((2,6-Difluorobenzyl)thio)-1-methylpyrrolidine-2,5-dione",19F NMR,"(CDCl3, 376 MHz) δ -114.46 (t, J = 6.8 Hz, Fc)",,CN1C(=O)CC(SCc2c(F)cccc2F)C1=O,000024_Thesis_000032
Benchmark_data_08,"3-((2,6-Difluorobenzyl)thio)-1-methylpyrrolidine-2,5-dione",MS,"(ESI)
[M+H]+ required for C12H12F2NO2S+ 272.0557, found 272.0546",,CN1C(=O)CC(SCc2c(F)cccc2F)C1=O,000024_Thesis_000032
Benchmark_data_08,4-Chloro-N-(2-(2-(prop-2-yn-1-yloxy)ethoxy)ethyl)pyrimidin-2-amine,Rf,"(SiO2; EtOAc/petroleum ether, 1:1) 0.45",,C#CCOCCOCCNc1nccc(Cl)n1,000024_Thesis_000032
Benchmark_data_08,4-Chloro-N-(2-(2-(prop-2-yn-1-yloxy)ethoxy)ethyl)pyrimidin-2-amine,IR,"(neat/cm-1) 3286, 1573, 1522",,C#CCOCCOCCNc1nccc(Cl)n1,000024_Thesis_000032
Benchmark_data_08,4-Chloro-N-(2-(2-(prop-2-yn-1-yloxy)ethoxy)ethyl)pyrimidin-2-amine,1H NMR,"(CDCl3, 400 MHz) δ 8.14 (1H, d, J = 5.2 Hz, Ha), 6.55 (1H, d, J = 5.1 Hz, Hb), 5.80 (1H, s,
NH), 4.21 (2H, d, J = 2.4 Hz, Hi), 3.72 – 3.59 (8H, m, He, Hf, Hg, Hh), 2.46 (1H, t, J = 2.4 Hz, Hk)",,C#CCOCCOCCNc1nccc(Cl)n1,000024_Thesis_000032
Benchmark_data_08,4-Chloro-N-(2-(2-(prop-2-yn-1-yloxy)ethoxy)ethyl)pyrimidin-2-amine,13C NMR,"(CDCl3, 101 MHz) δ 162.4 (Cd), 161.4 (Ca), 159.2 (Cc), 110.1 (Cb), 79.7 (Cj),
74.8 (Ck), 70.3 (Cf/g/h), 69.8 (Cf/g/h), 69.2 (Cf/g/h), 58.6 (Ci), 41.3 (Ce)",,C#CCOCCOCCNc1nccc(Cl)n1,000024_Thesis_000032
Benchmark_data_08,4-Chloro-N-(2-(2-(prop-2-yn-1-yloxy)ethoxy)ethyl)pyrimidin-2-amine,MS,"(ESI) [M+H]+
required for C11H15
35ClN3O2
+ 256.1505, found 255.9449",,C#CCOCCOCCNc1nccc(Cl)n1,000024_Thesis_000032
Benchmark_data_08,N-(2-(2-(Prop-2-yn-1-yloxy)ethoxy)ethyl)-4-vinylpyrimidin-2-amine,Rf,"(SiO2; EtOAc/petroleum ether, 1:1) 0.40",,C#CCOCCOCCNc1nccc(C=C)n1,000024_Thesis_000032
Benchmark_data_08,N-(2-(2-(Prop-2-yn-1-yloxy)ethoxy)ethyl)-4-vinylpyrimidin-2-amine,IR,"(neat/cm-1) 3290, 1571",,C#CCOCCOCCNc1nccc(C=C)n1,000024_Thesis_000032
Benchmark_data_08,N-(2-(2-(Prop-2-yn-1-yloxy)ethoxy)ethyl)-4-vinylpyrimidin-2-amine,1H NMR,"(CDCl3,
500 MHz) δ 8.24 (1H, d, J = 5.0 Hz, He), 6.62 – 6.51 (2H, m, Hb, Hd), 6.34 (1H, dd, J = 17.4,
1.5 Hz, Ha
trans), 5.57 (1H, dd, J = 10.6, 1.5 Hz, Ha
cis), 5.50 (1H, s, NH), 4.22 (2H, d, J = 2.4 Hz,
Hk), 3.74 – 3.62 (8H, m, Hg, Hh, Hi, Hj), 2.45 (1H, t, J = 2.4 Hz, Hm)",,C#CCOCCOCCNc1nccc(C=C)n1,000024_Thesis_000032
Benchmark_data_08,N-(2-(2-(Prop-2-yn-1-yloxy)ethoxy)ethyl)-4-vinylpyrimidin-2-amine,13C NMR,"(CDCl3, 126
MHz) δ 163.2 (Cc), 162.5 (Cf), 158.6 (Ce), 136.0 (Cb), 121.8 (Ca), 108.0 (Cd), 79.7 (Cl), 74.8
(Cm), 70.3 (Ch/i/j), 70.2 (Ch/i/j), 69.2 (Ch/i/j), 58.6 (Ck), 41.2 (Cg)",,C#CCOCCOCCNc1nccc(C=C)n1,000024_Thesis_000032
Benchmark_data_08,N-(2-(2-(Prop-2-yn-1-yloxy)ethoxy)ethyl)-4-vinylpyrimidin-2-amine,MS,"(ESI) [M+H]+ required
for C13H18N3O2
+ 248.2051, found 248.1396",,C#CCOCCOCCNc1nccc(C=C)n1,000024_Thesis_000032
Benchmark_data_08,"N-(2-(2-(2-(2-Azidoethoxy)ethoxy)ethoxy)ethyl)-7-nitrobenzo[c][1,2,5]oxadiazol-4-amine",IR,"(neat/cm-1) 2097, 1579",,[N-]=[N+]=NCCOCCOCCOCCNc1ccc([N+](=O)[O-])c2nonc12,000024_Thesis_000032
Benchmark_data_08,"N-(2-(2-(2-(2-Azidoethoxy)ethoxy)ethoxy)ethyl)-7-nitrobenzo[c][1,2,5]oxadiazol-4-amine",1H NMR,"(MeOD, 400 MHz) δ 8.38 (1H, d, J = 8.9 Hz, Hk), 6.32
(1H, d, J = 8.9 Hz, Hj), 3.79 (2H, t, J = 5.1 Hz, Ha), 3.70 – 3.53 (12H, m, Hb, Hc, Hd, He, Hf,
Hg,), 3.37 – 3.27 (1H, app m, overlapping with solvent peak, Hh)",,[N-]=[N+]=NCCOCCOCCOCCNc1ccc([N+](=O)[O-])c2nonc12,000024_Thesis_000032
Benchmark_data_08,"N-(2-(2-(2-(2-Azidoethoxy)ethoxy)ethoxy)ethyl)-7-nitrobenzo[c][1,2,5]oxadiazol-4-amine",13C NMR,"(MeOD, 101 MHz)
δ 146.7 (Ci/l/m/n), 145.7 (Ci/l/m/n), 145.4 (Ci/l/m/n), 138.3 (Ck), 123.1 (Ci/l/m/n), 100.1 (Cj), 71.6
(Cb/c/d/e/f/g), 71.6 (Cb/c/d/e/f/g), 71.5 (Cb/c/d/e/f/g), 71.5 (Cb/c/d/e/f/g), 71.1 (Cb/c/d/e/f/g), 69.8 (Cb/c/d/e/f/g),
51.7 (Ca), 44.8 (Ch)",,[N-]=[N+]=NCCOCCOCCOCCNc1ccc([N+](=O)[O-])c2nonc12,000024_Thesis_000032
Benchmark_data_08,"N-(2-(2-(2-(2-Azidoethoxy)ethoxy)ethoxy)ethyl)-7-nitrobenzo[c][1,2,5]oxadiazol-4-amine",MS,"(ESI) [M+H]+ required for C14H20N7O6
+ 382.1470, found
382.1429",,[N-]=[N+]=NCCOCCOCCOCCNc1ccc([N+](=O)[O-])c2nonc12,000024_Thesis_000032
Benchmark_data_08,"7-Nitro-N-(2-(2-(2-(2-(4-((2-(2-((4-vinylpyrimidin-2-yl)amino)ethoxy)ethoxy)methyl)-
1H-1,2,3-triazol-1-yl)ethoxy)ethoxy)ethoxy)ethyl)benzo[c][1,2,5]oxadiazol-4-amine",1H NMR,"(MeOD, 700 MHz) δ 8.48 (1H, d, J = 8.7 Hz, Hy), 8.16 (1H, d, J = 5.1 Hz, He), 8.01
(1H, s, Hm), 6.61 (1H, d, J = 5.1 Hz, Hd), 6.55 (1H, dd, J = 17.4, 10.7 Hz, Hb), 6.38 (1H, d, J =
8.8 Hz, Hx), 6.33 (1H, d, J = 17.4 Hz, Ha
cis), 5.57 (1H, dd, J = 10.6, 1.4 Hz, Ha
trans), 4.60 (2H,
s, Hk), 4.53 (2H, t, J = 5.1 Hz, Hn), 3.84 (2H, t, J = 5.0 Hz, Ho), 3.78 (2H, t, J = 5.2 Hz, Ht),
3.71 – 3.62 (10H, m, Hh/i/j/p/q/r/s, Hu), 3.58 – 3.52 (8H, m, Hg, Hh/i/j/p/q/r/s)",,C=Cc1ccnc(NCCOCCOCc2cn(CCOCCOCCOCCNc3ccc([N+](=O)[O-])c4nonc34)nn2)n1,000024_Thesis_000032
Benchmark_data_08,"7-Nitro-N-(2-(2-(2-(2-(4-((2-(2-((4-vinylpyrimidin-2-yl)amino)ethoxy)ethoxy)methyl)-
1H-1,2,3-triazol-1-yl)ethoxy)ethoxy)ethoxy)ethyl)benzo[c][1,2,5]oxadiazol-4-amine",13C NMR,"(MeOD,
176 MHz) δ 164.8 (Cc), 163.6 (Cf), 159.4 (Ce), 146.7 (Cv/w/z/aa), 145.9 (Cv/w/z/aa), 145.7 (Cl),
145.5 (Cv/w/z/aa), 138.5 (Cy), 136.9 (Cb), 125.9 (Cm), 123.2 (Cv/w/z/aa), 122.6 (Ca), 108.5 (Cd),
81
100.2 (Cx), 71.6 (Ch/i/j/p/q/r/s), 71.4 (Ch/i/j/p/q/r/s), 71.4 (Ch/i/j/p/q/r/s), 71.3 (Ch/i/j/p/q/r/s), 70.8 (Ch/i/j/p/q/r/s),
70.8 (Ch/i/j/p/q/r/s), 70.3 (Co), 69.8 (Ct), 65.0 (Ck), 51.4 (Cn), 44.8 (Cu), 42.0 (Cg);",,C=Cc1ccnc(NCCOCCOCc2cn(CCOCCOCCOCCNc3ccc([N+](=O)[O-])c4nonc34)nn2)n1,000024_Thesis_000032
Benchmark_data_08,"7-Nitro-N-(2-(2-(2-(2-(4-((2-(2-((4-vinylpyrimidin-2-yl)amino)ethoxy)ethoxy)methyl)-
1H-1,2,3-triazol-1-yl)ethoxy)ethoxy)ethoxy)ethyl)benzo[c][1,2,5]oxadiazol-4-amine",MS,"(ESI)
[M+H]+ required for C27H37N10O8
+ 629.2769, found 629.2819",,C=Cc1ccnc(NCCOCCOCc2cn(CCOCCOCCOCCNc3ccc([N+](=O)[O-])c4nonc34)nn2)n1,000024_Thesis_000032
Benchmark_data_08,"N-(2-(2-(2-(2-Azidoethoxy)ethoxy)ethoxy)ethyl)-5-((3aR,4R,6aS)-2-oxohexahydro-1Hthieno[
3,4-d]imidazol-4-yl)pentanamide",Rf,"(SiO2; CH2Cl2/MeOH, 10:1) 0.30",,[N-]=[N+]=NCCOCCOCCOCCNC(=O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@H]21,000024_Thesis_000032
Benchmark_data_08,"N-(2-(2-(2-(2-Azidoethoxy)ethoxy)ethoxy)ethyl)-5-((3aR,4R,6aS)-2-oxohexahydro-1Hthieno[
3,4-d]imidazol-4-yl)pentanamide",IR,"(neat/cm-1) 2103, 1682, 1639",,[N-]=[N+]=NCCOCCOCCOCCNC(=O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@H]21,000024_Thesis_000032
Benchmark_data_08,"N-(2-(2-(2-(2-Azidoethoxy)ethoxy)ethoxy)ethyl)-5-((3aR,4R,6aS)-2-oxohexahydro-1Hthieno[
3,4-d]imidazol-4-yl)pentanamide",1H NMR,"(MeOD,
400 MHz) δ 4.50 (1H, ddd, J = 7.9, 5.0, 1.0 Hz, Hb), 4.31 (1H, dd, J = 7.9, 4.4 Hz, Hd), 3.71 –
3.60 (10H, m, Hl/m/n/o/p/q), 3.55 (2H, t, J = 5.5 Hz, Hl/m/n/o/p/q), 3.40 – 3.34 (4H, m, Hk, Hr), 3.21
(1H, ddd, J = 8.8, 5.9, 4.5 Hz, He), 2.93 (1H, dd, J = 12.8, 5.0 Hz, Ha
A), 2.71 (1H, d, J = 12.7
Hz, Ha
B), 2.22 (2H, t, J = 7.4 Hz, Hi), 1.80 – 1.53 (4H, m, Hf/g/h), 1.44 (2H, pent, J = 7.5 Hz,
Hf/g/h)",,[N-]=[N+]=NCCOCCOCCOCCNC(=O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@H]21,000024_Thesis_000032
Benchmark_data_08,"N-(2-(2-(2-(2-Azidoethoxy)ethoxy)ethoxy)ethyl)-5-((3aR,4R,6aS)-2-oxohexahydro-1Hthieno[
3,4-d]imidazol-4-yl)pentanamide",13C NMR,"(MeOD, 101 MHz) δ 174.7 (Cj), 164.7 (Cc), 70.2 (Cl/m/n/o/p/q), 70.2 (Cl/m/n/o/p/q),
70.1 (Cl/m/n/o/p/q), 69.9 (Cl/m/n/o/p/q), 69.7 (Cl/m/n/o/p/q), 69.2 (Cl/m/n/o/p/q), 62.0 (Cd), 60.2 (Cb), 55.6
(Ce), 50.4 (Cr), 39.7 (Ca), 39.0 (Ck), 35.3 (Ci), 28.4 (Cf/g/h), 28.1 (Cf/g/h), 25.5 (Cf/g/h)",,[N-]=[N+]=NCCOCCOCCOCCNC(=O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@H]21,000024_Thesis_000032
Benchmark_data_08,"N-(2-(2-(2-(2-Azidoethoxy)ethoxy)ethoxy)ethyl)-5-((3aR,4R,6aS)-2-oxohexahydro-1Hthieno[
3,4-d]imidazol-4-yl)pentanamide",MS,"(ESI) [M+Na]+ required for C18H32N6O5SNa+ 467.2047, found 467.1966",,[N-]=[N+]=NCCOCCOCCOCCNC(=O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@H]21,000024_Thesis_000032
